sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
NEVŞEHİR İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Nevşehir İl Milli Eğitim Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 384 213 79 33,http://nevsehir.meb.gov.tr/,38.626364,34.721011
NEVŞEHİR İL MÜFTÜLÜĞÜ,Kamu,Kamu,Nevşehir Müftülüğü,Devlet kurumları ve bakanlıklar,+90 384 213 39 99,http://nevsehir.diyanet.gov.tr/,38.618012,34.718363
NEVŞEHİR İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Nevşehir İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 384 213 11 10,Yok,38.656299,34.729577
NEVŞEHİR İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Nevşehir İl Tarım ve Orman Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 384 215 20 50,Yok,38.672135,34.740553
NEVŞEHİR KOZAKLI FİZİK TEDAVİ VE REHABİLİTASYON HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kozaklı Fizik Tedavi ve Rehabilitasyon Hastanesi,"Hastaneler, Tıbbi rehabilitasyon merkezleri",+90 384 471 25 99,https://kozakliftr.saglik.gov.tr/,39.209704,34.859347
NEVŞEHİR POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Kamu,Kamu,Nevşehir Polisevi,Otel,+90 384 213 57 51,http://nevsehir.pol.tr/polis-evi,38.6349,34.8144
NEVŞEHİR PTT BAŞMÜDÜRLÜĞÜ,Kamu,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 384 213 64 51,https://ptt.gov.tr/,38.627526,34.72022
NEVŞEHİR SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Nevşehir Sosyal Güvenlik İl Müdürlüğü,Sosyal yardım kuruluşları,Yok,Yok,38.628854,34.720537
NEVŞEHİR ÜRGÜP DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Ürgüp Devlet Hastanesi,Hastaneler,+90 384 341 40 31,https://urgupdh.saglik.gov.tr/,38.649237,34.920197
NEVŞEHİR VALİLİĞİ,Kamu,Kamu,T.C. Nevşehir Valiliği,"Belediyeler, Devlet Daireleri",+90 384 212 42 22,http://nevsehir.gov.tr/,38.626718,34.721651
NEVŞEHİR YATIRIM DESTEK OFİSİ,Kamu,Özel,,,,,0.0,
NEW OTOMOTİV TURİZM İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Otomotiv,Özel,,,,,0.0,
NEW TR HABER AJANSI TİCARET ANONİM ŞİRKETİ,Haber Ajansı,Özel,Newtr News Agency,Medya ajansları,+90 212 254 63 90,http://www.newtr.tv/,41.027044,28.970075
NEW YURT DIŞI EĞİTİM,Eğitim,Özel,New Yurtdışı Eğitim,Eğitim Merkezleri,+90 324 327 22 24,http://www.nileduworld.com/,36.781277,34.587488
NEWPARK HOTEL,Turizm,Özel,New Park Otel,Otel,+90 312 458 00 00,http://www.npankara.com/,39.92437,32.863081
NEXANS TÜRKİYE ENDÜSTRİ VE TİCARET A.Ş.,Elektrik ve Elektronik,Özel,Nexans Türkiye,Telekomünikasyon Kablolama Sistemleri,+90 258 371 21 80,https://www.nexans.com.tr/,37.824122,29.05705
NG PHASELIS BAY,Şirketin faaliyet alanı,Kamu veya Özel,Ng Phaselis Bay,Otel,+90 534 642 90 36,Yok,36.658567,30.555485
NG TASARIM OTELCİLİK VE TURİZM ANONİM ŞİRKETİ,Turizm,Özel,,,,,0.0,
NIPPON HOTEL,Turizm,Özel,Nippon Hotel,Otel,+90 212 313 33 00,https://www.nipponhotel.com.tr/,41.040435,28.98508
NİĞDE AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,Aile ve Sosyal Politikalar Niğde İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 388 232 34 86,Yok,37.96523,34.674485
NİĞDE BELEDİYE BAŞKANLIĞI,İdari,Kamu,Niğde Belediyesi,"Belediyeler, Devlet Daireleri",444 51 01,https://www.nigde.bel.tr/,37.969878,34.674662
NİĞDE BOR KARMA VE DERİ İHTİSAS ORGANİZE SANAYİ BÖLGESİ,Sanayi,Özel,Niğde Bor Karma ve Deri İhtisas Organize Sanayi Bölge Müdürlüğü,Yönetim ofisi,+90 388 315 00 01,Yok,37.860297,34.464684
"NİĞDE ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,"Niğde Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğü","Belediyeler, Devlet Daireleri",+90 388 232 34 10,https://nigde.csb.gov.tr/,37.959269,34.679695
NİĞDE İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,Sivil Savunma Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 388 232 23 10,https://nigde.afad.gov.tr/,37.959732,34.670245
NİĞDE İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Niğde İl Milli Eğitim Müdürlüğü,Eğitim Merkezleri,+90 388 232 32 72,http://nigde.meb.gov.tr/,37.970132,34.672381
NİĞDE İL MÜFTÜLÜĞÜ,Hukuk,Kamu,Niğde İl Müftülüğü,"Belediyeler, Devlet Daireleri",+90 388 232 34 35,Yok,37.97051,34.681916
NİĞDE İL ÖZEL İDARESİ,İdari,Kamu,Niğde İl Özel İdaresi,"Belediyeler, Devlet Daireleri",+90 388 232 33 60,Yok,37.960293,34.680678
NİĞDE İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Niğde İl Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 388 232 35 00,Yok,37.972733,34.674917
NİĞDE İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Niğde İl Tarım ve Orman Bakanlığı Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 388 211 31 00,http://nigde.tarim.gov.tr/,37.959023,34.680325
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Ömer Halisdemir Üniversitesi Rektörlüğü,Üniversiteler,+90 388 225 27 01,http://ohu.edu.tr/,37.941494,34.624677
NİĞDE PATATES ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,T.C. Tarım ve Orman Bakanlığı Patates Araştırma Enstitüsü Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 388 232 33 54,https://arastirma.tarimorman.gov.tr/patates/Sayfalar/AnaSayfa.aspx,37.977331,34.690794
NİĞDE POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Hukuk ve Adalet,Kamu,Niğde Polis Evi,Otel,+90 388 232 97 90,Yok,37.966774,34.70152
NİĞDE PTT BAŞMÜDÜRLÜĞÜ,Kamu,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 388 232 62 06,https://ptt.gov.tr/,37.97199,34.67781
NİĞDE SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Niğde Sosyal Güvenlik İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 388 232 36 17,http://sgk.gov.tr/,37.965214,34.672626
NİĞDE VALİLİĞİ,İdari,Kamu,Niğde Valiliği,Devlet kurumları ve bakanlıklar,+90 388 232 51 51,Yok,37.970219,34.67626
NİKSAR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Niksar Belediyesi,"Belediyeler, Devlet Daireleri",+90 850 633 06 60,http://www.niksar.bel.tr/,40.590238,36.956449
NİKSAR POLİS MİSAFİREVİ,Hukuk ve Adalet,Kamu,,,,,0.0,
NİLÜFER AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Nilüfer Ağız Ve Diş Sağlığı Merkezi,Özel ağız ve diş sağlığı klinikleri ve muayenehaneleri,+90 224 452 38 16,http://niluferadsm.saglik.gov.tr/,40.207651,28.971041
NİLÜFER İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Bursa Nilüfer İlçe Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 224 249 99 30,https://bursaism.saglik.gov.tr/,40.225643,28.976266
NİZİP BELEDİYE BAŞKANLIĞI,İdari,Kamu,Nizip Belediyesi,"Belediyeler, Devlet Daireleri",+90 342 517 39 00,Yok,37.015742,37.809709
NİZİP KAYMAKAMLIĞI,İdari,Kamu,Nizip Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 342 517 10 38,http://www.nizip.gov.tr/,37.009791,37.797917
NOBOCERT,Tıbbi Araştırma,Özel,Nobocert,"Belgelendirme kurumu, Denetim firmaları",+90 216 466 20 20,Yok,40.998894,29.124945
NOGAYT ENDÜSTRİ KİMYA ARGE İÇ VE DIŞ TİC. A.Ş.,Kimya,Özel,Nogayt Endüstri Kimya Arge İç ve Dış,Spor etkinlikleri bilet gişeleri,+90 542 847 92 54,https://www.sitrett.com/,37.937246,32.56786
NOKSİ METAL SANAYİ VE DIŞ TİCARET LTD. ŞTİ.,Metal Sanayi,Özel,Noksi Metal,"Banyo ve klozet mağazaları, Banyo ve klozet ekipman ve aksesuarları üreticileri",+90 216 314 03 30,http://www.noksi.com.tr/,40.972931,29.222943
NORA GLOBAL LOJİSTİK A.Ş.,Lojistik,Özel,Nora International,"Konteyner nakliyatı, Nakliye firmaları, Uçak kargo, Demiryolu kargo, Lojistik firmaları",+90 232 464 56 60,http://www.norainternational.com.tr/,38.439907,27.144574
NORM HALI MOBİLYA TEKSTİL ÜRÜNLERİ PAZ. SAN. VE DIŞ. TİC. LTD. ŞTİ.,Mobilya ve Tekstil,Özel,Norm Halı,Halı ve halıfleks üretici ve toptancıları,+90 216 358 95 95,http://www.normhali.com/,41.008136,29.161308
NORM HOLDİNG A.Ş.,Finansal Hizmetler,Özel,,,,,0.0,
NORMSAN BASINÇLI DÖKÜM SANAYİ A.Ş.,Hassas Makine ve Aletler,Özel,Normsan Basınçlı Döküm Sanayi,"Hadde metal üretim ve satışı, Sanayi kuruluşu",+90 216 593 11 61,http://www.normsan.com/,40.888282,29.395436
NOVA HABERLEŞME UYDU SİSTEMLERİ GÜVENLİK MEDİKAL İNTERNET VE TURİZM HİZMETLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,Hizmet,Özel,,,,,0.0,
NOVA KALIP,Sanayi,Özel,Nova Kalıp,Plastik ürün üreticileri,+90 212 581 42 80,https://www.novakalip.com/tr,41.056283,28.909035
NOVVES ELEKTRİK MOTOR A.Ş.,Enerji,Özel,,,,,0.0,
NOXART BİLİŞİM SANAYİ VE TİCARET A.Ş.,Bilişim,Özel,,,,,0.0,
NUMAŞ TEKNOLOJİ ÜRETİM A.Ş.,Hassas Makinalar ve Cihazlar,Özel,Numaş Teknoloji ve Üretim,Büro mobilyaları,+90 312 589 00 00,Yok,39.96017,32.540091
NUR GRUP MÜHENDİSLİK MAKİNA LTD. ŞTİ.,İnşaat ve Mühendislik,Özel,Ng Attachments Nur Grup,İnşaat makinaları ve ekipmanları,+90 554 916 02 87,http://www.ngattachments.com/ru,39.977264,32.750087
NURD YAZILIM A.Ş.,Bilişim,Özel,Nurd Yazılım,Yazılım firmaları,+1 877 712 1309,Yok,39.898701,32.776001
NURDAĞI BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Nurdaği Belediyesi,"Belediyeler, Devlet Daireleri",+90 342 671 40 33,Yok,37.179324,36.735306
NURDAĞI KAYMAKAMLIĞI,Kamu,Kamu,Nurdağı Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 342 671 39 73,http://nurdagi.gov.tr/,37.177848,36.728909
NURHAK KAYMAKAMLIĞI,İdari,Kamu,Nurhak kaymakamlığı ilçe tarım ve hayvancılık müdürlüğü,"Belediyeler, Devlet Daireleri",+90 344 471 29 90,http://nurhak.gov.tr/tarim-ve-orman-ilce-mudurlugu,37.965998,37.427592
NUROL İNŞAAT VE TİCARET A.Ş.,İnşaat,Özel,Nurol Plaza,"İş merkezi, Ticari Gayrimenkul Alım Satımı",+90 212 286 82 40,http://nurolgyo.com/,41.114825,29.023815
NUROL YATIRIM BANKASI A.Ş.,İnşaat,Özel,Nurol Yatırım Bankası Genel Müdürlük,Banka,+90 212 286 81 00,http://www.nurolbank.com.tr/,41.115106,29.023875
NURS LOKMAN HEKİM - ERCAN YILMAZ,Hekimlik,Özel,,,,,0.0,
NUR-SULTAN PKO,Enerji,Kamu,,,,,0.0,
NUSAYBİN KAYMAKAMLIĞI,İdari,Kamu,Nusaybin Kaymakamlığı,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 482 415 10 25,http://www.nusaybin.gov.tr/,37.078323,41.216064
NÜFUS VE VATANDAŞLIK İŞLERİ GENEL MÜDÜRLÜĞÜ,İdari,Kamu,Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 312 591 21 00,http://www.nvi.gov.tr/,39.95691,32.788809
OBA SULTAN TURİZM SANAYİ VE TİCARET ANONİM ŞİRKETİ,Turizm,Özel,,,,,0.0,
OBITECH MEDYA PRODÜKSİYON BİLİŞİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Medya ve Bilişim,Özel,,,,,0.0,
OBİZİZ DİJİTAL MEDYA İLETİŞİM REKLAM BİLİŞİM İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,İletişim,Özel,,,,,0.0,
ODEA BANK A.Ş.,Finansal Hizmetler,Özel,Odeabank - İzmir Kurumsal,Banka,+90 232 495 15 00,https://www.odeabank.com.tr/,38.456914,27.167948
ODEN İNŞ. TURİZM VE TİC. A.Ş. (ILICA HOTEL),Turizm,Özel,,,,,0.0,
ODTÜ TEKNOKENT YÖNETİM A.Ş.,Teknoloji ve İnovasyon,Özel,Odtü Teknokent Yönetim,Teknopark,+90 312 987 35 00,http://odtuteknokent.com.tr/,39.898691,32.775946
ODUNPAZARI BELEDİYE BAŞKANLIĞI,İdari,Kamu,Odunpazarı Belediyesi,"Belediyeler, Devlet Daireleri",+90 222 213 30 30,https://odunpazari.bel.tr/?sa=X&ved=2ahUKEwiazObFhp6CAxUVSpEFHdp9DSQQyK4DegQIAxAl,39.766681,30.541055
OF BELEDİYE BAŞKANLIĞI,İdari,Kamu,Of Belediyesi,"Belediyeler, Devlet Daireleri",+90 462 771 51 94,Yok,40.947787,40.269818
OF KAYMAKAMLIĞI,Kamu,Kamu,Of Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 462 771 51 00,Yok,40.948138,40.26998
OĞUZ GIDA SANAYİ VE TİCARET A.Ş.,Gıda,Özel,Oğuz Gıda,Alkolsüz içecekler,+90 264 654 57 55,http://oguzholding.com.tr/,40.759775,30.648318
OĞUZELİ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Oğuzeli Belediyesi,"Belediyeler, Devlet Daireleri, Konferans ve toplantı salonları",+90 342 571 30 14,Yok,36.964365,37.507926
OĞUZELİ KAYMAKAMLIĞI,Kamu,Kamu,Oğuzeli Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 342 571 30 04,http://oguzeli.gov.tr/,36.965739,37.509122
OKSİT BOYA İNŞAAT MAKİNE BİLİŞİM TEKNOLOJİLERİ VE KİMYA PLASTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnşaat ve Yapı Malzemeleri,Özel,,,,,0.0,
OKUYUCULAR GIDA KOZMETİK İNŞAAT SANAYİ TİCARET LTD. ŞTİ.,"Gıda, Koşmetik ve İnşaat",Özel,Loris Parfüm,Kozmetik ve parfümeri firmaları,444 83 45,http://www.lorisparfum.com/,40.804986,29.464619
OKYAY OTOMASYON VE BİLİŞİM TEKNOLOJİLERİ ELEKTRİK ELEKTRONİK MAKİNA TARIM SAN. VE TİC. LTD.,Makina ve Sanayi Ürünleri,Özel,,,,,0.0,
OLTU KAYMAKAMLIĞI,Kamu,Kamu,Oltu Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 442 816 10 10,http://www.oltu.gov.tr/,40.546056,41.997854
OLUR KAYMAKAMLIĞI,İdari,Kamu,Olur Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 442 841 20 07,http://www.olur.gov.tr/,40.826558,42.132201
OMAY TEKNOLOJİ VE ÜRETİM LİMİTED ŞİRKETİ,Teknoloji,Özel,,,,,0.0,
ONDOKUZ MAYIS ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Ondokuz Mayis Üniversitesi Rektörlüğü,Üniversiteler,+90 362 312 19 19,https://www.omu.edu.tr/tr,41.37189,36.220707
ONEDIO BİLİŞİM YAZILIM MEDYA TEKNOLOJİ SANAYİ TİCARET A.Ş.,Bilişim,Özel,,,,,0.0,
ONİKİŞUBAT KAYMAKAMLIĞI,Kamu,Kamu,T.C. Onikişubat Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 344 223 88 99,Yok,37.568736,36.889623
ONLINE BİLGİ HİZMETLERİ EĞİTİM VE YAYINCILIK SANAYİ TİCARET A.Ş.,Yayıncılık ve Eğitim,Özel,Online Bilgi Hizmetleri A. S.,"Bilgi Hizmetleri Ofisleri, Yazılım firmaları",+90 216 693 22 72,https://www.onlinebilgi.com.tr/,41.09448,29.086874
ONUR YÜKSEK TEKNOLOJİ A.Ş.,Bilişim ve İletişim Teknolojileri,Özel,,,,,0.0,
OPAL YAPI MALZ. İNŞAAT. LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
OPET FUCHS MADENİ YAĞ SANAYİ TİCARET A.Ş.,Petrol ve Doğalgaz,Özel,Opet Fuchs,"Yağlama ürünleri, Petrol ürünleri üreticileri",+90 216 522 69 00,https://www.opetfuchs.com.tr/tr,41.020343,29.046991
OPTIWISDOM,Şirketin faaliyet alanı,Kamu veya Özel,,,,,0.0,
OPTİMUM MEDYA VE REKLAM TANITIM HİZMETLERİ A.Ş.,Medya ve Reklam,Özel,,,,,0.0,
OPTİMUM SÜREÇ TASARIMI VE UYGULAMALARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mühendislik ve Danışmanlık,Özel,,,,,0.0,
OPTOMO MEDİKAL TEKNOLOJİLER SANAYİ TİCARET LİMİTED ŞİRKETİ,Tıbbi Cihazlar,Özel,,,,,0.0,
ORAN OTEL,Turizm,Özel,Oran Hotel,Otel,+90 212 513 82 00,https://www.oranhotel.com/,41.011389,28.958467
ORDU AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ORDU AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmet,Kamu,Ordu Aile ve Sosyal Hizmetler İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 452 233 93 77,http://www.aile.gov.tr/ordu,40.957766,37.903387
ORDU AKKUŞ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Ordu Akkuş Devlet Hastanesi,Hastaneler,+90 452 611 20 31,https://akkusdh.saglik.gov.tr/,40.804195,37.008732
ORDU ARICILIK ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,Arıcılık Araştırma Enstitüsü Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 452 256 23 41,http://arastirma.tarim.gov.tr/aricilik,40.907773,37.833653
ORDU AYBASTI DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Aybastı Devlet Hastanesi,Hastaneler,+90 452 714 01 81,Yok,40.677602,37.385871
ORDU BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Ordu Büyükşehir Belediyesi,"Belediyeler, Devlet Daireleri",444 10 52,Yok,40.985536,37.880579
"ORDU ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,Çevre Şehircilik ve İklim Değişikliği Bakanlığı Ordu İl Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 452 233 95 88,Yok,40.975442,37.916339
ORDU DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ORDU FATSA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Fatsa Devlet Hastanesi,Hastaneler,+90 452 423 65 00,http://fatsadh.saglik.gov.tr/,41.036516,37.479309
ORDU GIDA KONTROL LABORATUVAR MÜDÜRLÜĞÜ,Gıda Kontrolü,Kamu,Ordu Gıda Kontrol Laboratuvar Müdürlüğü,Gıda denetimi laboratuvarı,+90 452 233 43 20,https://gidalab.tarimorman.gov.tr/ordu,40.97738,37.901291
ORDU GÖLKÖY DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Gölköy Devlet Hastanesi,Hastaneler,+90 452 741 23 19,http://golkoydh.saglik.gov.tr/,40.69045,37.620484
ORDU GÜRGENTEPE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Gürgentepe Devlet Hastanesi,"Hastaneler, Poliklinikler",+90 452 821 27 77,http://gurgentepedh.saglik.gov.tr/,40.78764,37.60309
ORDU İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,İl Afet ve Acil Durum Müdürlüğü,Devlet denetim organları,+90 452 234 20 16,http://afad.gov.tr/,40.966591,37.90337
ORDU İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Ordu İl Milli Eğitim Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 452 223 16 30,https://ordu.meb.gov.tr/,40.975773,37.902421
ORDU İL MÜFTÜLÜĞÜ,Kamu,Kamu,Ordu İl Müftülüğü,Devlet kurumları ve bakanlıklar,+90 452 233 03 95,http://ordu.diyanet.gov.tr/,40.977438,37.902786
ORDU İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Ordu İl Sağlık Müdürlüğü,Tıp merkezleri ve klinikler,+90 452 666 25 01,https://orduism.saglik.gov.tr/,40.978214,37.880828
ORDU İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Ordu Valiliği İl Tarım ve Orman Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 452 233 95 30,Yok,40.97763,37.900739
ORDU KORGAN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ORDU KUMRU DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Kumru Devlet Hastanesi,Hastaneler,+90 452 641 46 00,http://kumrudh.saglik.gov.tr/,40.872844,37.268984
ORDU MÜZESİ MÜDÜRLÜĞÜ,Kültür ve Turizm,Kamu,,,,,0.0,
ORDU POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
ORDU PTT BAŞMÜDÜRLÜĞÜ,Telekominikasyon,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 452 223 30 32,https://ptt.gov.tr/,40.984746,37.877255
ORDU SİGORTA LTD. ŞTİ.,Finansal Hizmetler,Özel,Ordu Sigorta,Sigorta şirketleri,+90 553 612 83 28,Yok,40.979685,37.892181
ORDU SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Ordu Sosyal Güvenlik Kurumu,"Belediyeler, Devlet Daireleri",+90 452 225 01 63,http://www.sgk.gov.tr/,40.974539,37.919713
ORDU SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,Su ve Kanalizasyon,Kamu,Ordu Su ve Kanalizasyon İdaresi Genel Müdürlüğü,"Su ve kanalizasyon idaresi, Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 452 233 06 96,Yok,41.061836,37.477734
ORDU ULUBEY İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ORDU ÜNİVERSİTESİ EĞİTİM VE ARAŞTIRMA HASTANESİ BAŞHEKİMLİĞİ,Eğitim ve Araştırma,Kamu,Ordu Üniversitesi Eğitim ve Araştırma Hastanesi,Hastaneler,+90 452 225 01 85,http://ordueah.saglik.gov.tr/,40.976072,37.875605
ORDU ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Ordu Üniversitesi Rektörlük,Üniversiteler,+90 452 226 50 00,Yok,40.975666,37.969102
ORDU ÜNYE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ORDU VALİLİĞİ,İdari,Kamu,Ordu Valiliği,"Belediyeler, Devlet Daireleri",+90 452 223 14 44,http://www.ordu.gov.tr/,40.975595,37.901949
OREGO AMBALAJ SANAYİ VE TİCARET A.Ş.,Ambalaj,Özel,Orego Ambalaj,Paketleme malzemeleri firmaları,+90 212 858 13 33,https://www.orego.com.tr/,41.046273,28.632606
ORGANİK HOLDİNG A.Ş.,Gıda,Özel,,,,,0.0,
ORHANELİ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Orhaneli Belediyesi,"Belediyeler, Devlet Daireleri",+90 224 818 08 18,http://www.orhaneli.bel.tr/,39.903278,28.987073
ORHANELİ TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,,,,,0.0,
ORHANGAZİ BELEDİYE BAŞKANLIĞI,İdari,Kamu,Orhangazi Belediyesi,"Belediyeler, Devlet Daireleri",+90 224 573 38 00,Yok,40.490429,29.308083
ORHANGAZİ İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Bursa Orhangazi İlçe Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 224 573 34 68,Yok,40.497049,29.302915
ORIENTBANK HOTEL İSTANBUL AUTOGTAPH COLLECTION (AYS OTELCİLİK TURİZM İNŞ. SAN. TİC. A.Ş.),Turizm,Özel,,,,,0.0,
ORMAN AĞAÇLARI VE TOHUMLARI ISLAH ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
ORMAN GENEL MÜDÜRLÜĞÜ (OGM),Kamu,Kamu,Tarım ve Orman Bakanlığı Orman Genel Müdürlüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 312 296 40 00,Yok,39.9167,32.802281
ORMAN TOPRAK VE EKOLOJİ ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
ORSEZ,Şirketin faaliyet alanı,Kamu veya Özel,Orsez,Yangın ekipmanları,+90 224 441 27 13,http://www.orsez.com.tr/,40.862009,29.559118
ORTA ANADOLU KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Orta Anadolu Kalkınma Ajansı,Devlet kurumları ve bakanlıklar,+90 352 352 67 26,Yok,38.735089,35.492853
ORTA BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Orta Belediyesi,"Belediyeler, Devlet Daireleri",+90 376 615 10 06,Yok,40.62649,33.10783
ORTA DOĞU TEKNİK ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Orta Doğu Teknik Üniversitesi Rektörlük Binası,Eğitim altyapısı,+90 312 210 20 00,https://po.metu.edu.tr/,39.894783,32.783859
